date,category_id,category_name,location_cluster,buying_price_per_kg,selling_price_per_kg,unit,source_type,notes
2026-02-25,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),88.82,124.35,kg,synthetic,Aggregated synthetic market reading
2026-02-25,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),38.05,52.53,kg,field,Aggregated field market reading
2026-02-25,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),43.05,58.53,kg,recycler,Aggregated recycler market reading
2026-02-25,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),40.05,54.93,kg,synthetic,Aggregated synthetic market reading
2026-02-25,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),19.36,30.83,kg,field,Aggregated field market reading
2026-02-25,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),24.36,36.83,kg,recycler,Aggregated recycler market reading
2026-02-25,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),21.36,33.23,kg,synthetic,Aggregated synthetic market reading
2026-02-25,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),21.94,35.9,kg,field,Aggregated field market reading
2026-02-25,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),26.94,41.9,kg,recycler,Aggregated recycler market reading
2026-02-25,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),23.94,38.3,kg,synthetic,Aggregated synthetic market reading
